"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.384789250E0,2.722837830E-1,9.465266876E0,2.680924988E0
2.394813250E0,2.604583740E-1,9.475146332E0,2.655178528E0
2.404837250E0,2.881507874E-1,9.468560028E0,2.658920746E0
2.414861250E0,2.908451843E-1,9.464368744E0,2.647694092E0
2.424885250E0,2.633024597E-1,9.430838470E0,2.631228333E0
2.434909250E0,2.401007080E-1,9.396260376E0,2.608775024E0
2.444933250E0,2.469863892E-1,9.404193878E0,2.614014130E0
2.454956250E0,2.812651062E-1,9.425599365E0,2.584675140E0
2.464980250E0,2.844085693E-1,9.434281311E0,2.563119965E0
2.475004250E0,2.555186462E-1,9.430539093E0,2.532733154E0
2.485028250E0,2.531236267E-1,9.446705475E0,2.530038757E0
2.495052250E0,2.688409424E-1,9.469308472E0,2.543510742E0
2.505076250E0,2.847079468E-1,9.477092285E0,2.542313232E0
2.515100250E0,2.917433167E-1,9.496551819E0,2.562970276E0
2.525124250E0,2.935395813E-1,9.504485321E0,2.570005646E0
2.535148250E0,2.652484131E-1,9.479337616E0,2.577340393E0
2.545172250E0,2.139051819E-1,9.503287811E0,2.583926697E0
2.555196250E0,2.237846375E-1,9.511670380E0,2.573149109E0
2.565219250E0,2.715353394E-1,9.529633026E0,2.592009888E0
2.575243250E0,3.062631226E-1,9.507479095E0,2.611619110E0
2.585267250E0,2.737806702E-1,9.462273102E0,2.575394440E0
2.595291250E0,1.898052979E-1,9.421857147E0,2.518961792E0
2.605315250E0,1.624122620E-1,9.421557770E0,2.508932648E0
2.615339250E0,1.790277100E-1,9.416318665E0,2.496209106E0
2.625363250E0,2.076182556E-1,9.413624268E0,2.505639496E0
2.635387250E0,2.305206299E-1,9.436077576E0,2.560126190E0
2.645411250E0,2.290237427E-1,9.468110962E0,2.599644012E0
2.655435250E0,2.326162720E-1,9.465566254E0,2.613115997E0
2.665459250E0,2.115101624E-1,9.442065125E0,2.606230316E0
2.675482250E0,1.826202393E-1,9.420659637E0,2.588716736E0
2.685506250E0,1.567240906E-1,9.402247925E0,2.598296814E0
2.695530250E0,1.460961914E-1,9.430688782E0,2.622396698E0
2.705554250E0,1.802252197E-1,9.445208588E0,2.610421600E0
2.715578250E0,2.402503967E-1,9.453591156E0,2.571951599E0
2.725602250E0,2.794688416E-1,9.436975708E0,2.566712494E0
2.735626250E0,2.622546387E-1,9.441316681E0,2.565814362E0
2.745650250E0,2.137554932E-1,9.464967499E0,2.604583740E0
2.755674250E0,2.185455322E-1,9.494755554E0,2.604733429E0
2.765698250E0,2.278262329E-1,9.502239990E0,2.628683624E0
2.775722250E0,2.308200073E-1,9.467362518E0,2.632725220E0
2.785745250E0,1.793270874E-1,9.445058899E0,2.634970551E0
2.795769250E0,1.643582153E-1,9.431137848E0,2.599494324E0
2.805793250E0,1.986369324E-1,9.404343567E0,2.585722961E0
2.815817250E0,2.318678284E-1,9.419312439E0,2.569855957E0
2.825841250E0,2.745291138E-1,9.443262634E0,2.568658447E0
2.835865250E0,2.731819153E-1,9.463919678E0,2.549498291E0
2.845889250E0,2.591111755E-1,9.495204620E0,2.557880859E0
2.855913250E0,2.679428101E-1,9.516011353E0,2.561473389E0
2.865937250E0,3.062631226E-1,9.491911469E0,2.563119965E0
2.875961250E0,3.035687256E-1,9.449399872E0,2.539469147E0
2.885985250E0,2.574645996E-1,9.449100494E0,2.508184204E0
2.896008250E0,2.944377136E-1,9.456135864E0,2.495161285E0
2.906032250E0,3.260220337E-1,9.457333374E0,2.506537628E0
2.916056250E0,3.112028503E-1,9.466913452E0,2.525398407E0
2.926080250E0,3.460803223E-1,9.472451935E0,2.518512726E0
2.936104250E0,3.858975220E-1,9.495503998E0,2.547402649E0
2.946128250E0,3.475772095E-1,9.537566528E0,2.546654205E0
2.956152250E0,2.884501648E-1,9.539811859E0,2.511926422E0
2.966176250E0,3.246748352E-1,9.535770264E0,2.490071869E0
2.976200250E0,3.411405945E-1,9.528734894E0,2.464924164E0
2.986224250E0,3.347039795E-1,9.504784698E0,2.433938599E0
2.996248250E0,3.107537842E-1,9.492510223E0,2.423310699E0
3.006271250E0,2.609074402E-1,9.478289795E0,2.389780426E0
3.016295250E0,2.499801636E-1,9.440717926E0,2.368674316E0
3.026319250E0,2.962339783E-1,9.460327148E0,2.401156769E0
3.036343250E0,3.329077148E-1,9.545350342E0,2.457290039E0
3.046367250E0,3.341052246E-1,9.598190460E0,2.440075836E0
3.056391250E0,2.990780640E-1,9.596992950E0,2.402054901E0
3.066415250E0,2.341131592E-1,9.597442017E0,2.358345795E0
3.076439250E0,2.157014465E-1,9.563911743E0,2.311792603E0
3.086463250E0,2.514770508E-1,9.513766022E0,2.353406067E0
3.096487250E0,2.299218750E-1,9.493408356E0,2.363884277E0
3.106511250E0,2.360591125E-1,9.491761780E0,2.414329376E0
3.116534250E0,3.140469360E-1,9.491013336E0,2.449057159E0
3.126558250E0,3.703298950E-1,9.452543335E0,2.482138367E0
3.136582250E0,3.803590393E-1,9.450896759E0,2.482437744E0
3.146606250E0,2.927911377E-1,9.489366760E0,2.486329651E0
3.156630250E0,2.077679443E-1,9.543853455E0,2.483036499E0
3.166654250E0,2.025288391E-1,9.560319214E0,2.446512451E0
3.176678250E0,1.878593445E-1,9.556277618E0,2.378254395E0
3.186702250E0,1.965412903E-1,9.483379211E0,2.327809296E0
3.196726250E0,2.182461548E-1,9.473350067E0,2.372266846E0
3.206750250E0,2.427951050E-1,9.496851196E0,2.440973969E0
3.216774250E0,2.302212524E-1,9.508676605E0,2.473755798E0
3.226797250E0,2.389031982E-1,9.488318939E0,2.481240234E0
3.236821250E0,2.618055725E-1,9.483079834E0,2.483784943E0
3.246845250E0,2.668949890E-1,9.503736877E0,2.511028290E0
3.256869250E0,2.809657288E-1,9.491462402E0,2.484683075E0
3.266893250E0,3.055146790E-1,9.462722168E0,2.468067627E0
3.276917250E0,2.643502808E-1,9.471553802E0,2.444566498E0
3.286941250E0,2.011816406E-1,9.466165009E0,2.420915680E0
3.296965250E0,2.070195007E-1,9.475146332E0,2.419119415E0
3.306989250E0,3.107537842E-1,9.467063141E0,2.447410583E0
3.317013250E0,3.544628906E-1,9.435778198E0,2.457739105E0
3.327037250E0,3.378474426E-1,9.463769989E0,2.493365021E0
3.337060250E0,3.285667419E-1,9.488019562E0,2.494712219E0
3.347084250E0,3.335064697E-1,9.483079834E0,2.492167511E0
3.357108250E0,3.378474426E-1,9.479636993E0,2.476001129E0
3.367132250E0,3.076103210E-1,9.462572479E0,2.467468872E0
3.377156250E0,2.604583740E-1,9.448801117E0,2.445913696E0
3.387180250E0,2.341131592E-1,9.460476837E0,2.455793152E0
3.397204250E0,2.603086853E-1,9.502090302E0,2.503394165E0
3.407228250E0,2.878514099E-1,9.515412598E0,2.538571014E0
3.417252250E0,2.625540161E-1,9.549541626E0,2.514022064E0
3.427276250E0,2.356100464E-1,9.516759796E0,2.464175720E0
3.437300250E0,2.812651062E-1,9.498198395E0,2.486479340E0
3.447323250E0,2.817141724E-1,9.470505981E0,2.489323425E0
3.457347250E0,2.734812927E-1,9.430838470E0,2.441872101E0
3.467371250E0,2.812651062E-1,9.407636719E0,2.415975952E0
3.477395250E0,2.695893860E-1,9.432485046E0,2.419867859E0
3.487419250E0,2.823129272E-1,9.469607849E0,2.436782684E0
3.497443250E0,2.639012146E-1,9.497749329E0,2.477947083E0
3.507467250E0,2.862048340E-1,9.527088318E0,2.504441986E0
3.517491250E0,3.101550293E-1,9.584718475E0,2.535577240E0
3.527515250E0,3.067121887E-1,9.529483337E0,2.488574982E0
3.537539250E0,2.466870117E-1,9.488768005E0,2.414179688E0
3.547563250E0,2.173480225E-1,9.453142090E0,2.389930115E0
3.557587250E0,2.465373230E-1,9.426347809E0,2.363435211E0
3.567610250E0,2.333647156E-1,9.453291779E0,2.396067352E0
3.577634250E0,2.817141724E-1,9.503287811E0,2.488125916E0
3.587658250E0,2.667453003E-1,9.560468903E0,2.547702026E0
3.597682250E0,2.100132751E-1,9.591155090E0,2.532284088E0
3.607706250E0,2.294728088E-1,9.559271393E0,2.468666382E0
3.617730250E0,2.492317200E-1,9.521849213E0,2.418670349E0
3.627754250E0,2.731819153E-1,9.504635010E0,2.390977936E0
3.637778250E0,2.664459229E-1,9.478439484E0,2.408641205E0
3.647802250E0,2.414479065E-1,9.492061157E0,2.404898987E0
3.657826250E0,2.116598511E-1,9.533674622E0,2.413281555E0
3.667850250E0,2.252815247E-1,9.559271393E0,2.423161011E0
3.677873250E0,2.757266235E-1,9.590706024E0,2.484234009E0
3.687897250E0,2.814147949E-1,9.583970032E0,2.497556305E0
3.697920292E0,2.832110596E-1,9.509275360E0,2.477647705E0
3.707944292E0,2.778222656E-1,9.455686798E0,2.459984436E0
3.717968292E0,2.179467773E-1,9.449399872E0,2.446213074E0
3.727992292E0,1.752854919E-1,9.450447693E0,2.406545563E0
3.738016292E0,1.559756470E-1,9.471404114E0,2.398162994E0
3.748040292E0,1.719923401E-1,9.489815826E0,2.422861633E0
3.758064292E0,1.845661926E-1,9.515262909E0,2.462080078E0
3.768088292E0,2.591111755E-1,9.582473145E0,2.441722412E0
3.778112292E0,2.772235107E-1,9.534423065E0,2.550246735E0
3.788136292E0,3.296145630E-1,9.513616333E0,2.498604126E0
3.798159292E0,3.242257690E-1,9.486073608E0,2.535726929E0
3.808183292E0,2.362088013E-1,9.496252441E0,2.541115723E0
3.818207292E0,2.077679443E-1,9.470655670E0,2.533780975E0
3.828231292E0,2.055226135E-1,9.443412323E0,2.486030273E0
3.838255292E0,2.032772827E-1,9.410031738E0,2.466570740E0
3.848279292E0,2.109114075E-1,9.385482788E0,2.472408600E0
3.858303292E0,2.342628479E-1,9.424102478E0,2.496508484E0
3.868327292E0,2.706372070E-1,9.456135864E0,2.535277863E0
3.878351292E0,2.865042114E-1,9.536668396E0,2.563419342E0
3.888375292E0,3.275189209E-1,9.603279877E0,2.582280121E0
